代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
601001,晋控煤业,16.91,100%,85.7%,7,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600063,皖维高新,7.06,100%,57.1%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002678,珠江钢琴,5.82,100%,57.1%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600056,中国医药,10.82,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002675,东诚药业,13.99,100%,50.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600469,风神股份,7.15,100%,50.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002467,二六三,7.56,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001299,美能能源,14.89,100%,46.7%,15,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000155,川能动力,16.84,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000989,九芝堂,9.47,100%,33.3%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600639,浦东金桥,11.18,100%,28.6%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600867,通化东宝,10.08,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600241,时代万恒,9.77,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600901,江苏金租,6.91,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002038,双鹭药业,7.61,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002299,圣农发展,18.68,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000978,桂林旅游,7.9,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002370,亚太药业,7.38,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002100,天康生物,7.91,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600589,大位科技,11.13,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000788,北大医药,6.6,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000950,重药控股,6.12,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600351,亚宝药业,6.64,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601077,渝农商行,7.3,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603229,奥翔药业,9.97,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601999,出版传媒,8.02,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002805,丰元股份,18.17,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600182,S佳通,14.65,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603855,华荣股份,19.7,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002007,华兰生物,14.94,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600676,交运股份,7.93,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603123,翠微股份,12.52,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603520,司太立,10.96,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603222,济民健康,10.34,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000876,新 希 望,8.81,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002521,齐峰新材,8.65,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600535,天士力,14.16,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002511,中顺洁柔,8.76,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600864,哈投股份,7.14,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002701,奥瑞金,5.32,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603995,甬金股份,18.33,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603858,步长制药,16.64,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002907,华森制药,14.16,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000919,金陵药业,7.88,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000800,一汽解放,7.02,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600884,杉杉股份,14.46,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600713,南京医药,5.78,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
