代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
600222,太龙药业,7.35,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603808,歌力思,10.33,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000546,金圆股份,6.4,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002675,东诚药业,14.25,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605228,神通科技,14.13,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
