代码,名称,类型,调整天数,单阳日,现价
000890,法尔胜,强势型(优先),1,2026-03-16,13.42
002235,安妮股份,强势型(优先),1,2026-03-16,11.37
603421,鼎信通讯,强势型(优先),1,2026-03-16,9.9
600336,澳柯玛,强势型(优先),2,2026-03-13,7.94
600769,祥龙电业,中势型(稳健),4,2026-03-11,14.22
