代码,名称,类型,调整天数,单阳日,现价
002207,准油股份,强势型(优先),1,2026-03-02,13.66
600722,金牛化工,强势型(优先),1,2026-03-02,11.35
002828,贝肯能源,强势型(优先),1,2026-03-02,16.37
002490,山东墨龙,强势型(优先),1,2026-03-02,10.65
603318,水发燃气,强势型(优先),1,2026-03-02,9.7
601872,招商轮船,强势型(优先),1,2026-03-02,19.65
000039,中集集团,强势型(优先),2,2026-02-26,13.69
603618,杭电股份,强势型(优先),2,2026-02-27,18.72
600884,杉杉股份,强势型(优先),3,2026-02-25,15.14
600667,太极实业,中势型(稳健),4,2026-02-24,10.7
603002,宏昌电子,中势型(稳健),4,2026-02-24,11.12
002283,天润工业,中势型(稳健),5,2026-02-24,9.79
