代码,名称,类型,调整天数,单阳日,现价
002297,博云新材,强势型(优先),1,2026-04-16,17.69
600284,浦东建设,强势型(优先),1,2026-04-16,7.51
605388,均瑶健康,强势型(优先),1,2026-04-16,8.87
002491,通鼎互联,强势型(优先),1,2026-04-16,15.13
605336,帅丰电器,强势型(优先),1,2026-04-16,15.12
002033,丽江股份,强势型(优先),1,2026-04-16,10.43
600507,方大特钢,强势型(优先),1,2026-04-16,6.01
601179,中国西电,强势型(优先),2,2026-04-15,17.19
000026,飞亚达,强势型(优先),2,2026-04-15,17.62
001896,豫能控股,强势型(优先),2,2026-04-15,17.08
002051,中工国际,强势型(优先),3,2026-04-14,11.52
