代码,名称,类型,调整天数,单阳日,现价
603682,锦和商管,强势型(优先),1,2026-07-10,8.78
600992,贵绳股份,强势型(优先),1,2026-07-10,11.72
600718,东软集团,强势型(优先),1,2026-07-10,7.81
002677,浙江美大,强势型(优先),1,2026-07-09,7.23
002828,贝肯能源,强势型(优先),1,2026-07-10,13.01
603903,中持股份,中势型(稳健),5,2026-07-06,15.24
600521,华海药业,中势型(稳健),5,2026-07-06,16.84
