代码,名称,类型,调整天数,单阳日,现价
002677,浙江美大,强势型(优先),1,2026-07-08,7.23
002129,TCL中环,强势型(优先),2,2026-07-07,11.03
603903,中持股份,强势型(优先),3,2026-07-06,16.15
601369,陕鼓动力,中势型(稳健),4,2026-06-26,9.05
603012,创力集团,中势型(稳健),4,2026-07-03,8.22
603725,天安新材,中势型(稳健),4,2026-07-03,13.42
