代码,名称,类型,调整天数,单阳日,现价
603687,大胜达,强势型(优先),1,2026-03-18,12.17
600590,泰豪科技,强势型(优先),1,2026-03-18,14.81
000815,美利云,强势型(优先),1,2026-03-18,19.32
603088,宁波精达,强势型(优先),1,2026-03-18,13.09
601872,招商轮船,强势型(优先),1,2026-03-18,17.66
000890,法尔胜,强势型(优先),3,2026-03-16,14.0
600234,科新发展,中势型(稳健),4,2026-03-13,14.45
002221,东华能源,中势型(稳健),5,2026-03-12,9.34
