代码,名称,类型,调整天数,单阳日,现价
000039,中集集团,强势型(优先),2,2026-02-26,13.69
600884,杉杉股份,强势型(优先),3,2026-02-25,15.14
600667,太极实业,中势型(稳健),4,2026-02-24,10.7
002283,天润工业,中势型(稳健),4,2026-02-24,10.63
603002,宏昌电子,中势型(稳健),4,2026-02-24,11.12
600869,远东股份,中势型(稳健),4,2026-02-24,14.54
601777,千里科技,中势型(稳健),5,2026-02-13,11.12
