代码,名称,类型,调整天数,单阳日,现价
002207,准油股份,强势型(优先),1,2026-03-02,13.66
002828,贝肯能源,强势型(优先),1,2026-03-02,16.37
603618,杭电股份,强势型(优先),2,2026-02-27,18.72
000039,中集集团,中势型(稳健),5,2026-02-26,13.46
