代码,名称,类型,调整天数,单阳日,现价
603477,巨星农牧,强势型(优先),1,2026-04-02,16.57
000586,汇源通信,强势型(优先),1,2026-04-02,18.87
002686,亿利达,强势型(优先),2,2026-03-30,7.89
603668,天马科技,中势型(稳健),4,2026-03-30,13.37
600338,西藏珠峰,中势型(稳健),5,2026-03-27,16.51
