代码,名称,类型,调整天数,单阳日,现价
603488,展鹏科技,强势型(优先),1,2026-06-17,12.83
600615,鑫源智造,强势型(优先),1,2026-06-17,10.57
000672,上峰水泥,强势型(优先),1,2026-06-17,18.71
002161,远 望 谷,强势型(优先),1,2026-06-17,6.09
603458,勘设股份,强势型(优先),1,2026-06-17,14.4
603137,恒尚节能,强势型(优先),2,2026-06-15,12.94
603949,雪龙集团,强势型(优先),2,2026-06-16,16.03
600703,三安光电,强势型(优先),2,2026-06-16,17.54
600497,驰宏锌锗,强势型(优先),3,2026-06-15,10.28
600711,盛屯矿业,中势型(稳健),4,2026-06-12,12.83
600857,宁波中百,中势型(稳健),4,2026-06-12,16.02
603519,立霸股份,中势型(稳健),4,2026-06-12,14.8
