代码,名称,类型,调整天数,单阳日,现价
600152,维科技术,强势型(优先),1,2026-04-27,15.69
000782,恒申新材,强势型(优先),1,2026-04-27,6.86
600707,彩虹股份,强势型(优先),1,2026-04-27,8.66
002706,良信股份,强势型(优先),1,2026-04-27,11.34
000546,金圆股份,强势型(优先),2,2026-04-24,7.11
603599,广信股份,强势型(优先),2,2026-04-24,14.92
000973,佛塑科技,强势型(优先),2,2026-04-24,19.35
603637,镇海股份,中势型(稳健),4,2026-04-22,16.29
600869,远东股份,中势型(稳健),4,2026-04-22,17.38
002950,奥美医疗,中势型(稳健),5,2026-04-21,14.16
000819,岳阳兴长,中势型(稳健),5,2026-04-21,16.6
