代码,名称,类型,调整天数,单阳日,现价
002579,中京电子,强势型(优先),1,2026-05-26,16.54
600635,大众公用,强势型(优先),1,2026-05-26,5.81
601600,中国铝业,强势型(优先),1,2026-05-26,11.84
600416,湘电股份,强势型(优先),3,2026-05-22,12.46
600578,京能电力,中势型(稳健),4,2026-05-21,9.7
000403,派林生物,中势型(稳健),4,2026-05-21,12.35
