代码,名称,类型,调整天数,单阳日,现价
600403,大有能源,强势型(优先),1,2026-06-03,7.4
600516,方大炭素,强势型(优先),1,2026-06-03,5.3
600246,万通发展,强势型(优先),1,2026-06-03,18.87
600596,新安股份,强势型(优先),1,2026-06-03,14.32
600667,太极实业,强势型(优先),2,2026-06-02,16.36
600737,中粮糖业,强势型(优先),3,2026-06-01,14.7
603439,贵州三力,中势型(稳健),4,2026-05-29,15.83
000025,特  力Ａ,中势型(稳健),4,2026-05-29,15.24
000899,赣能股份,中势型(稳健),5,2026-05-28,14.63
603458,勘设股份,中势型(稳健),5,2026-05-28,14.39
