代码,名称,类型,调整天数,单阳日,现价
000890,法尔胜,强势型(优先),1,2026-03-12,11.09
002221,东华能源,强势型(优先),1,2026-03-12,9.43
600703,三安光电,强势型(优先),1,2026-03-12,18.14
