代码,名称,类型,调整天数,单阳日,现价
603898,好莱客,强势型(优先),1,2026-07-09,15.27
002677,浙江美大,强势型(优先),1,2026-07-08,7.23
601369,陕鼓动力,中势型(稳健),4,2026-06-26,9.05
603903,中持股份,中势型(稳健),4,2026-07-06,15.92
600521,华海药业,中势型(稳健),4,2026-07-06,16.84
603012,创力集团,中势型(稳健),5,2026-07-03,8.26
603725,天安新材,中势型(稳健),5,2026-07-03,13.64
