代码,名称,类型,调整天数,单阳日,现价
603687,大胜达,强势型(优先),1,2026-03-19,13.39
000890,法尔胜,中势型(稳健),4,2026-03-16,13.13
600234,科新发展,中势型(稳健),4,2026-03-13,14.45
