代码,名称,类型,调整天数,单阳日,现价
603310,巍华新材,强势型(优先),1,2026-05-15,17.31
603779,威龙股份,强势型(优先),1,2026-05-15,10.91
002164,宁波东力,强势型(优先),1,2026-05-15,14.15
600578,京能电力,强势型(优先),1,2026-05-15,7.71
002629,仁智股份,强势型(优先),2,2026-05-13,7.66
002973,侨银股份,强势型(优先),2,2026-05-14,14.12
002918,蒙娜丽莎,强势型(优先),3,2026-05-13,16.77
601727,上海电气,中势型(稳健),5,2026-05-11,9.02
002334,英威腾,中势型(稳健),5,2026-05-11,9.26
