代码,名称,类型,调整天数,单阳日,现价
603779,威龙股份,强势型(优先),1,2026-05-19,13.2
603310,巍华新材,强势型(优先),3,2026-05-15,17.56
002164,宁波东力,强势型(优先),3,2026-05-15,14.59
002629,仁智股份,强势型(优先),3,2026-05-13,7.66
002973,侨银股份,中势型(稳健),4,2026-05-14,13.6
