代码,名称,类型,调整天数,单阳日,现价
603877,太平鸟,强势型(优先),1,2026-06-01,13.43
600403,大有能源,强势型(优先),1,2026-06-01,6.12
600588,用友网络,强势型(优先),1,2026-06-01,11.28
600737,中粮糖业,强势型(优先),1,2026-06-01,14.15
603439,贵州三力,强势型(优先),2,2026-05-29,16.43
000025,特  力Ａ,强势型(优先),2,2026-05-29,15.07
000899,赣能股份,强势型(优先),3,2026-05-28,14.35
601600,中国铝业,中势型(稳健),5,2026-05-26,11.81
