代码,名称,类型,调整天数,单阳日,现价
000925,众合科技,强势型(优先),1,2026-04-23,9.2
603318,水发燃气,强势型(优先),2,2026-04-22,11.39
603637,镇海股份,强势型(优先),2,2026-04-22,16.36
002950,奥美医疗,强势型(优先),3,2026-04-21,14.09
000819,岳阳兴长,强势型(优先),3,2026-04-21,16.6
603108,润达医疗,中势型(稳健),4,2026-04-20,13.61
000949,新乡化纤,中势型(稳健),4,2026-04-20,7.88
603315,福鞍股份,中势型(稳健),5,2026-04-17,18.3
