代码,名称,类型,调整天数,单阳日,现价
600578,京能电力,强势型(优先),1,2026-05-21,8.22
002442,龙星科技,强势型(优先),1,2026-05-21,8.11
600611,大众交通,强势型(优先),1,2026-05-21,6.13
001896,豫能控股,强势型(优先),1,2026-05-21,15.76
000403,派林生物,强势型(优先),1,2026-05-21,11.51
603310,巍华新材,中势型(稳健),5,2026-05-15,17.11
002164,宁波东力,中势型(稳健),5,2026-05-15,14.56
