代码,名称,类型,调整天数,单阳日,现价
600156,华升股份,强势型(优先),1,2026-04-17,10.19
002950,奥美医疗,强势型(优先),1,2026-04-21,14.12
600707,彩虹股份,强势型(优先),1,2026-04-17,8.57
603108,润达医疗,强势型(优先),2,2026-04-20,13.89
002491,通鼎互联,强势型(优先),2,2026-04-16,16.64
000949,新乡化纤,强势型(优先),2,2026-04-20,8.12
605336,帅丰电器,强势型(优先),2,2026-04-16,15.33
600284,浦东建设,中势型(稳健),4,2026-04-16,7.39
600507,方大特钢,中势型(稳健),4,2026-04-16,6.32
601179,中国西电,中势型(稳健),5,2026-04-15,17.95
000026,飞亚达,中势型(稳健),5,2026-04-15,17.4
001896,豫能控股,中势型(稳健),5,2026-04-15,17.5
