代码,名称,类型,调整天数,单阳日,现价
603903,中持股份,强势型(优先),1,2026-07-06,15.82
603725,天安新材,强势型(优先),2,2026-07-03,13.9
601369,陕鼓动力,强势型(优先),3,2026-06-26,9.05
002550,千红制药,中势型(稳健),4,2026-07-01,6.61
000017,深中华A,中势型(稳健),5,2026-06-30,6.03
600846,同济科技,中势型(稳健),5,2026-06-30,10.92
