代码,名称,类型,调整天数,单阳日,现价
002068,黑猫股份,强势型(优先),2,2026-03-09,9.77
600354,敦煌种业,强势型(优先),3,2026-03-06,7.66
600516,方大炭素,中势型(稳健),4,2026-03-05,6.95
002456,欧菲光,中势型(稳健),4,2026-03-05,9.54
002606,大连电瓷,中势型(稳健),4,2026-03-05,13.8
603237,五芳斋,中势型(稳健),4,2026-03-05,17.37
600550,保变电气,中势型(稳健),4,2026-03-05,18.39
