代码,名称,类型,调整天数,单阳日,现价
600237,铜峰电子,强势型(优先),1,2026-06-04,12.07
600516,方大炭素,强势型(优先),1,2026-06-03,5.3
603500,祥和实业,强势型(优先),1,2026-06-04,12.23
600246,万通发展,强势型(优先),1,2026-06-03,18.87
600596,新安股份,强势型(优先),2,2026-06-03,14.41
603439,贵州三力,中势型(稳健),4,2026-05-29,15.83
600737,中粮糖业,中势型(稳健),4,2026-06-01,14.47
000025,特  力Ａ,中势型(稳健),4,2026-05-29,15.24
000899,赣能股份,中势型(稳健),5,2026-05-28,14.63
