代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
002053,云南能投,12.16,100%,80.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002631,德尔未来,8.11,100%,80.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603165,荣晟环保,18.28,100%,71.4%,7,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000582,北部湾港,12.01,100%,66.7%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002951,金时科技,16.71,100%,60.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000862,银星能源,6.95,100%,50.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002685,华东重机,8.72,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603291,联合水务,12.33,100%,50.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603466,风语筑,9.99,100%,50.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000712,锦龙股份,10.98,100%,50.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603577,汇金通,11.35,100%,33.3%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603012,创力集团,9.16,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001258,立新能源,9.34,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600236,桂冠电力,10.66,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600854,春兰股份,5.68,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600521,华海药业,16.52,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603317,天味食品,15.98,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000060,中金岭南,7.4,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000006,深振业Ａ,9.72,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603601,再升科技,16.87,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600958,东方证券,9.62,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000828,东莞控股,10.28,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001979,招商蛇口,9.07,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600855,航天长峰,19.71,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601700,风范股份,5.56,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600319,亚星化学,8.16,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002737,葵花药业,13.49,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002715,登云股份,17.4,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002642,荣联科技,8.63,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600770,综艺股份,7.17,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600736,苏州高新,8.39,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002331,皖通科技,9.63,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600969,郴电国际,10.42,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002029,七 匹 狼,10.94,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000922,佳电股份,15.76,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002939,长城证券,9.18,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600601,方正科技,12.5,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600692,亚通股份,7.8,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002300,太阳电缆,10.13,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603617,君禾股份,7.88,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000036,华联控股,5.71,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600232,金鹰股份,8.8,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002043,兔 宝 宝,15.24,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600476,湘邮科技,12.06,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603025,大豪科技,16.49,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603848,好太太,16.28,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000710,贝瑞基因,10.41,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605158,华达新材,8.23,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002244,滨江集团,10.75,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601199,江南水务,6.11,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002917,金奥博,13.47,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600048,保利发展,6.21,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000553,安道麦A,6.89,100%,0.0%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002677,浙江美大,7.9,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600463,空港股份,10.88,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605377,华旺科技,9.99,100%,0.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001313,粤海饲料,9.07,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002295,精艺股份,11.39,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002115,三维通信,14.21,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605155,西大门,16.77,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603208,江山欧派,13.99,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603488,展鹏科技,11.76,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
