代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
600642,申能股份,9.43,100%,75.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600703,三安光电,16.2,100%,75.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600333,长春燃气,5.88,100%,75.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603336,宏辉果蔬,12.49,100%,66.7%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002611,东方精工,19.17,100%,66.7%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
601222,林洋能源,6.48,100%,66.7%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002534,西子洁能,18.53,100%,66.7%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600483,福能股份,10.75,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600011,华能国际,7.32,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002520,日发精机,6.53,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603520,司太立,12.64,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000600,建投能源,10.13,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600151,航天机电,15.19,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603999,读者传媒,6.95,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000027,深圳能源,7.31,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002642,荣联科技,8.56,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000993,闽东电力,13.13,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600081,东风科技,12.11,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603997,继峰股份,13.51,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002350,北京科锐,16.02,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002474,榕基软件,7.96,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603278,大业股份,14.18,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002194,武汉凡谷,12.41,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600236,桂冠电力,10.65,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603390,通达电气,14.36,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603310,巍华新材,17.11,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002590,万安科技,13.0,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603956,威派格,5.94,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601198,东兴证券,13.33,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
003013,地铁设计,14.53,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603602,纵横通信,13.89,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002559,亚威股份,11.0,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600452,涪陵电力,12.68,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000782,恒申新材,7.8,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603917,合力科技,13.15,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603697,有友食品,11.08,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600992,贵绳股份,12.26,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600088,中视传媒,15.68,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002452,长高电新,11.54,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002044,美年健康,5.9,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603015,弘讯科技,12.69,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002030,达安基因,6.4,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601199,江南水务,5.96,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603915,国茂股份,17.9,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000685,中山公用,12.19,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603108,润达医疗,14.29,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600784,鲁银投资,7.83,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600637,东方明珠,10.4,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
