代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
600191,华资实业,12.54,100%,0.0%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603213,镇洋发展,13.83,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600739,辽宁成大,11.96,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601456,国联民生,9.63,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600479,千金药业,10.77,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603229,奥翔药业,10.12,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002442,龙星科技,6.37,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600927,永安期货,14.82,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000514,渝 开 发,5.1,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600833,第一医药,12.17,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600999,招商证券,15.92,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601997,贵阳银行,5.94,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601198,东兴证券,13.19,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000623,吉林敖东,18.79,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603587,地素时尚,13.18,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002748,世龙实业,12.77,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603900,莱绅通灵,7.93,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001338,永顺泰,13.33,100%,0.0%,12,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601939,建设银行,9.69,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603221,爱丽家居,12.44,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002909,集泰股份,6.75,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000001,平安银行,11.3,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605567,春雪食品,11.26,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603386,骏亚科技,14.45,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605300,佳禾食品,11.17,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000605,渤海股份,7.22,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000876,新 希 望,8.72,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600854,春兰股份,5.42,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002493,荣盛石化,12.9,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603177,德创环保,12.12,100%,0.0%,9,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603970,中农立华,13.09,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603321,梅轮电梯,7.68,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002507,涪陵榨菜,12.47,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002461,珠江啤酒,10.28,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
003016,欣贺股份,8.57,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600177,雅戈尔,7.76,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601218,吉鑫科技,6.47,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601298,青岛港,8.97,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603536,惠发食品,10.55,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600149,廊坊发展,6.42,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002926,华西证券,8.69,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002701,奥瑞金,5.42,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600281,华阳新材,5.71,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603839,安正时尚,8.07,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600375,汉马科技,5.29,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002275,桂林三金,14.49,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002538,司尔特,7.11,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002539,云图控股,15.09,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600598,北大荒,16.81,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600287,苏豪时尚,5.87,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600109,国金证券,9.03,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002946,新乳业,18.8,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000685,中山公用,11.66,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601163,三角轮胎,14.75,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601136,首创证券,16.64,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603096,新经典,18.63,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601059,信达证券,16.91,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600615,鑫源智造,11.94,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000686,东北证券,8.62,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600697,欧亚集团,12.72,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601038,一拖股份,13.57,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002105,信隆健康,6.77,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
003000,劲仔食品,11.27,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
