代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
603889,新澳股份,9.2,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603276,恒兴新材,18.69,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002062,宏润建设,10.13,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601965,中国汽研,20.0,100%,12.5%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603700,宁水集团,14.62,100%,12.5%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603766,隆鑫通用,15.75,100%,11.1%,9,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002129,TCL中环,10.43,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
001366,播恩集团,14.57,100%,100.0%,6,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603331,百达精工,18.22,100%,100.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000712,锦龙股份,12.96,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002911,佛燃能源,15.18,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000815,美利云,14.01,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
605180,华生科技,16.53,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002615,哈尔斯,9.25,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600757,长江传媒,9.17,100%,10.0%,10,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000931,中 关 村,5.23,100%,0.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002743,富煌钢构,5.91,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605303,园林股份,18.66,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600528,中铁工业,8.48,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603006,联明股份,14.16,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600970,中材国际,11.08,100%,0.0%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000014,沙河股份,14.36,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000953,河化股份,7.5,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603258,电魂网络,19.11,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002072,凯瑞德,7.94,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
003015,日久光电,17.46,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600241,时代万恒,8.86,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002229,鸿博股份,16.43,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603209,兴通股份,16.23,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002302,西部建设,6.45,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601919,中远海控,15.01,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603310,巍华新材,17.71,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001217,华尔泰,14.44,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000957,中通客车,12.12,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603966,法兰泰克,13.45,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002521,齐峰新材,8.56,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600097,开创国际,12.46,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600689,上海三毛,14.82,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603912,佳力图,9.12,100%,0.0%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601798,蓝科高新,9.97,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600663,陆家嘴,8.37,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000537,中绿电,8.75,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601022,宁波远洋,9.87,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002722,物产金轮,16.43,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601968,宝钢包装,6.1,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603330,天洋新材,8.01,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
