代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
000932,华菱钢铁,6.4,100%,40.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603002,宏昌电子,10.51,100%,40.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601022,宁波远洋,9.91,100%,40.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000593,德龙汇能,14.95,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002203,海亮股份,14.07,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600579,中化装备,9.25,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603967,中创物流,13.25,100%,30.0%,10,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600732,爱旭股份,15.1,100%,28.6%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600219,南山铝业,7.44,100%,28.6%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600901,江苏金租,6.42,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601187,厦门银行,7.47,100%,25.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601068,中铝国际,6.35,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002725,跃岭股份,16.59,100%,25.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600817,宇通重工,12.09,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002221,东华能源,8.96,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002724,海洋王,7.73,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000407,胜利股份,5.31,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603209,兴通股份,16.23,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600558,大西洋,6.35,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000507,珠海港,5.6,100%,14.3%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000729,燕京啤酒,13.06,100%,11.1%,9,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605055,迎丰股份,9.94,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002493,荣盛石化,15.24,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600589,大位科技,11.33,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000823,超声电子,15.2,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
601919,中远海控,15.79,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603356,华菱精工,19.4,100%,100.0%,7,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002413,雷科防务,15.64,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603017,中衡设计,12.55,100%,100.0%,6,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
605299,舒华体育,12.32,100%,100.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
605006,山东玻纤,9.33,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603088,宁波精达,12.5,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002887,绿茵生态,11.53,100%,100.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600110,诺德股份,7.73,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600057,厦门象屿,8.35,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002476,宝莫股份,6.62,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002248,华东数控,13.92,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600886,国投电力,13.85,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002576,通达动力,19.18,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600281,华阳新材,6.27,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002629,仁智股份,6.68,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000655,金岭矿业,10.63,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002511,中顺洁柔,8.79,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000403,派林生物,14.03,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002337,赛象科技,6.81,100%,0.0%,9,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002053,云南能投,12.07,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600333,长春燃气,5.88,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600012,皖通高速,14.61,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603871,嘉友国际,15.15,100%,0.0%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002632,道明光学,12.93,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600435,北方导航,17.85,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601798,蓝科高新,10.03,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605368,蓝天燃气,8.5,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600127,金健米业,7.11,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600444,国机通用,19.17,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002634,棒杰股份,7.13,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002963,豪尔赛,15.54,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600497,驰宏锌锗,9.83,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603110,东方材料,17.4,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002730,电光科技,17.43,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000758,中色股份,7.96,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000060,中金岭南,7.55,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605018,长华集团,12.06,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
