代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
605069,正和生态,14.1,100%,80.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002998,优彩资源,8.65,100%,75.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002040,南 京 港,10.92,100%,75.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603421,鼎信通讯,8.37,100%,60.0%,10,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603977,国泰集团,14.87,100%,50.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002725,跃岭股份,16.29,100%,25.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600359,新农开发,7.86,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002724,海洋王,7.65,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000507,珠海港,5.56,100%,14.3%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000729,燕京啤酒,12.86,100%,11.1%,9,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600635,大众公用,6.69,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
601919,中远海控,15.52,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002413,雷科防务,15.66,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002476,宝莫股份,6.52,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002248,华东数控,13.74,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000592,平潭发展,11.62,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002394,联发股份,15.36,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600333,长春燃气,5.86,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600435,北方导航,17.37,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601798,蓝科高新,9.94,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605368,蓝天燃气,8.63,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603177,德创环保,12.65,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603110,东方材料,17.31,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600869,远东股份,13.45,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000758,中色股份,7.88,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
