代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
000700,模塑科技,16.15,100%,75.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600109,国金证券,8.76,100%,66.7%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
001324,长青科技,19.34,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600428,中远海特,8.29,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002907,华森制药,13.24,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002386,天原股份,6.16,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601377,兴业证券,6.1,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002250,联化科技,14.92,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000686,东北证券,8.48,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002698,博实股份,12.75,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002926,华西证券,8.38,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603010,万盛股份,15.88,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002038,双鹭药业,5.83,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603006,联明股份,13.95,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
601881,中国银河,13.18,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002577,雷柏科技,18.75,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
601901,方正证券,7.11,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000728,国元证券,7.41,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603856,东宏股份,13.67,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002014,永新股份,10.98,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002728,特一药业,8.97,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600539,狮头股份,15.92,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002208,合肥城建,17.66,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000756,新华制药,13.88,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002500,山西证券,5.31,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002258,利尔化学,13.61,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600182,S佳通,14.22,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603668,天马科技,11.94,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600851,海欣股份,8.62,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603898,好莱客,14.02,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600576,祥源文旅,5.93,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601555,东吴证券,8.09,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605369,拱东医疗,17.78,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002068,黑猫股份,12.35,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002182,宝武镁业,14.35,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000783,长江证券,9.23,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600877,电科芯片,16.07,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601878,浙商证券,9.58,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000623,吉林敖东,18.06,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603330,天洋新材,8.41,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
