代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
600960,渤海汽车,5.62,70%,85.7%,7,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
601068,中铝国际,6.0,70%,85.7%,7,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
601969,海南矿业,11.72,70%,83.3%,6,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
605055,迎丰股份,10.39,70%,83.3%,6,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
605299,舒华体育,12.03,70%,83.3%,6,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002787,华源控股,12.4,70%,80.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
603023,威帝股份,5.68,70%,80.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000783,长江证券,8.76,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000680,山推股份,12.51,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002361,神剑股份,16.47,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000599,青岛双星,6.35,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
603917,合力科技,14.74,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600499,科达制造,14.38,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002043,兔 宝 宝,13.5,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
603898,好莱客,13.63,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000007,全新好,11.87,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000905,厦门港务,14.15,70%,75.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000039,中集集团,9.63,70%,71.4%,7,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000407,胜利股份,5.03,70%,71.4%,7,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600237,铜峰电子,9.6,70%,70.0%,10,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600927,永安期货,16.26,70%,7.7%,13,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
601118,海南橡胶,5.99,70%,66.7%,3,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002026,山东威达,14.89,70%,66.7%,6,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
603132,金徽股份,15.41,70%,66.7%,3,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
601956,东贝集团,7.36,70%,66.7%,3,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600336,澳柯玛,8.34,70%,66.7%,9,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
603110,东方材料,16.81,70%,66.7%,3,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
601985,中国核电,9.24,70%,66.7%,3,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600958,东方证券,10.99,70%,66.7%,3,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000546,金圆股份,7.02,70%,62.5%,8,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600860,京城股份,13.04,70%,60.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600106,重庆路桥,6.46,70%,60.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000917,电广传媒,14.0,70%,60.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000533,顺钠股份,9.21,70%,60.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
603682,锦和商管,6.9,70%,60.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002697,红旗连锁,6.6,70%,60.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
601798,蓝科高新,9.4,70%,60.0%,5,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000683,博源化工,7.37,70%,57.1%,7,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002533,金杯电工,13.05,70%,54.5%,11,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002284,亚太股份,15.53,70%,50.0%,2,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600714,金瑞矿业,12.84,70%,50.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002052,同洲电子,13.25,70%,50.0%,2,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002591,恒大高新,7.41,70%,50.0%,6,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600713,南京医药,5.43,70%,50.0%,6,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
000425,徐工机械,11.68,70%,50.0%,4,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
600302,标准股份,10.76,70%,50.0%,2,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
002358,森源电气,5.84,70%,50.0%,2,【备选】回踩力度尚可，观察均线支撑,MACD水上+地量回踩均线
