代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
603928,兴业股份,17.44,100%,83.3%,6,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002585,双星新材,7.18,100%,80.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603269,海鸥股份,13.72,100%,75.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
601155,新城控股,15.04,100%,66.7%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600755,厦门国贸,7.19,100%,60.0%,10,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600188,兖矿能源,14.19,100%,57.1%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002631,德尔未来,6.01,100%,57.1%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600858,银座股份,7.13,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002333,罗普斯金,6.01,100%,50.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605001,威奥股份,7.85,100%,25.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002225,濮耐股份,6.11,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002228,合兴包装,5.02,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605599,菜百股份,17.25,100%,22.2%,9,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600618,氯碱化工,12.91,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002319,乐通股份,12.4,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000635,英 力 特,9.73,100%,14.3%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001299,美能能源,12.87,100%,14.3%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600179,安通控股,5.29,100%,100.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
601133,柏诚股份,16.72,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
601700,风范股份,5.86,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600865,百大集团,17.7,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002286,保龄宝,9.67,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603221,爱丽家居,13.38,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000973,佛塑科技,13.74,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600648,外高桥,10.57,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601117,中国化学,8.17,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600650,锦江在线,16.01,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002763,汇洁股份,7.6,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601898,中煤能源,13.54,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002986,宇新股份,11.15,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603113,金能科技,6.47,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600719,大连热电,6.26,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603617,君禾股份,7.84,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600596,新安股份,12.13,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600983,惠而浦,10.3,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
