代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
600390,五矿资本,5.83,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600588,用友网络,15.1,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002065,东华软件,10.04,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001216,华瓷股份,18.51,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603998,方盛制药,12.28,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603368,柳药集团,18.31,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600072,中船科技,11.89,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605369,拱东医疗,19.38,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002382,蓝帆医疗,5.94,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002412,汉森制药,6.81,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
