代码,名称,收盘价,信号强度,历史回测胜率,回测信号数,操作建议,战法逻辑
002232,启明信息,19.82,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603085,天成自控,11.98,100%,33.3%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000756,新华制药,16.27,100%,33.3%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600775,南京熊猫,14.99,100%,33.3%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603738,泰晶科技,16.42,100%,33.3%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600848,上海临港,12.05,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603506,南都物业,13.94,100%,33.3%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600444,国机通用,19.08,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603098,森特股份,14.33,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000888,峨眉山Ａ,13.3,100%,33.3%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603877,太平鸟,16.57,100%,28.6%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002029,七 匹 狼,12.47,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601101,昊华能源,7.39,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601886,江河集团,8.73,100%,25.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002973,侨银股份,13.84,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605001,威奥股份,7.74,100%,25.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000902,新洋丰,15.8,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002950,奥美医疗,11.8,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600765,中航重机,19.15,100%,25.0%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603808,歌力思,9.17,100%,25.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600784,鲁银投资,7.1,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002023,海特高新,14.09,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600428,中远海特,7.33,100%,20.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600661,昂立教育,10.64,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603999,读者传媒,7.34,100%,16.7%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002066,瑞泰科技,19.63,100%,14.3%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002166,莱茵生物,9.09,100%,14.3%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002373,千方科技,12.83,100%,14.3%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002858,力盛体育,16.43,100%,12.5%,8,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603727,博迈科,14.96,100%,11.1%,9,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002036,联创电子,11.93,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600367,红星发展,19.11,100%,100.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002878,元隆雅图,19.53,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603035,常熟汽饰,16.18,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600516,方大炭素,5.9,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600756,浪潮软件,19.1,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603106,恒银科技,11.18,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603169,兰石重装,11.64,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002278,神开股份,12.91,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002367,康力电梯,7.86,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002600,领益智造,16.51,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002494,华斯股份,5.48,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002599,盛通股份,8.72,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002537,海联金汇,8.77,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600446,金证股份,16.92,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603616,韩建河山,5.56,100%,100.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000952,广济药业,8.1,100%,100.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
000892,欢瑞世纪,7.93,100%,100.0%,5,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002098,浔兴股份,10.3,100%,100.0%,3,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603660,苏州科达,11.24,100%,100.0%,2,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002512,达华智能,6.74,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002995,天地在线,18.42,100%,100.0%,4,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
600748,上实发展,6.04,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002292,奥飞娱乐,9.52,100%,100.0%,6,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
603969,银龙股份,10.35,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002530,金财互联,10.87,100%,100.0%,1,【一击必中】重点关注，高胜率回踩,MACD水上+地量回踩均线
002088,鲁阳节能,11.47,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603739,蔚蓝生物,15.61,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605077,华康股份,15.61,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002908,德生科技,10.64,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603900,莱绅通灵,8.98,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002932,明德生物,18.62,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000852,石化机械,7.62,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603995,甬金股份,18.91,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002111,威海广泰,10.52,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002520,日发精机,6.24,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603879,永悦科技,6.67,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002580,圣阳股份,13.29,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603158,腾龙股份,10.71,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002708,光洋股份,13.73,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600757,长江传媒,8.99,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000739,普洛药业,17.64,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603041,美思德,12.41,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601019,山东出版,8.8,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000501,武商集团,10.5,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600088,中视传媒,17.55,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600351,亚宝药业,6.67,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605050,福然德,13.45,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600335,国机汽车,6.5,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002123,梦网科技,13.53,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600128,苏豪弘业,11.18,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
605218,伟时电子,19.61,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603309,维力医疗,14.22,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603118,共进股份,11.9,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600707,彩虹股份,6.72,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000096,广聚能源,10.64,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000156,华数传媒,8.23,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603213,镇洋发展,13.61,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600006,东风股份,7.34,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600081,东风科技,12.05,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002366,融发核电,8.18,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002381,双箭股份,6.81,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603187,海容冷链,15.61,100%,0.0%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000058,深 赛 格,9.38,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002632,道明光学,13.08,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601519,大智慧,13.98,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600894,广日股份,9.42,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600830,香溢融通,9.62,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603697,有友食品,13.06,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600864,哈投股份,6.9,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603956,威派格,6.85,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600973,宝胜股份,7.63,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603206,嘉环科技,18.05,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002755,奥赛康,18.04,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000503,国新健康,10.23,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000519,中兵红箭,18.57,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600356,恒丰纸业,8.89,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002242,九阳股份,10.63,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600283,钱江水利,9.44,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600694,大商股份,18.89,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000541,佛山照明,6.27,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002351,漫步者,12.75,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601226,华电科工,8.73,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002456,欧菲光,11.0,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002376,新北洋,7.82,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600838,上海九百,12.37,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002730,电光科技,15.55,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600571,信雅达,16.85,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600435,北方导航,17.75,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603311,金海高科,15.22,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601608,中信重工,7.07,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601512,中新集团,9.27,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600420,国药现代,10.63,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603578,三星新材,12.38,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603709,中源家居,17.28,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002416,爱施德,13.36,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002099,海翔药业,6.52,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001324,长青科技,18.9,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002337,赛象科技,6.59,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002681,奋达科技,6.85,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002401,中远海科,16.91,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002722,物产金轮,15.91,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000042,中洲控股,8.32,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600478,科力远,7.29,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603855,华荣股份,19.71,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603602,纵横通信,15.79,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
001387,雪祺电气,14.48,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600037,歌华有线,7.84,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000850,华茂股份,5.61,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601098,中南传媒,11.27,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603826,坤彩科技,17.5,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600825,新华传媒,6.88,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002255,海陆重工,13.29,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000521,长虹美菱,6.64,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600178,东安动力,12.79,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002177,御银股份,8.32,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002030,达安基因,6.25,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603729,龙韵股份,17.29,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600590,泰豪科技,9.72,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600587,新华医疗,16.19,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603237,五芳斋,17.0,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002103,广博股份,9.77,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603210,泰鸿万立,19.83,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603107,上海汽配,15.38,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601801,皖新传媒,6.86,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000555,神州信息,17.72,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603912,佳力图,8.75,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002562,兄弟科技,6.83,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002783,凯龙股份,9.69,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002184,海得控制,13.88,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000719,中原传媒,12.27,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000026,飞亚达,16.64,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603096,新经典,18.6,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002531,天顺风能,7.15,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601890,亚星锚链,10.67,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002395,双象股份,17.42,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601901,方正证券,7.93,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603505,金石资源,19.25,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002774,快意电梯,11.29,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603811,诚意药业,11.72,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603303,得邦照明,13.78,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600621,华鑫股份,15.94,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002148,北纬科技,9.05,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603456,九洲药业,19.64,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002577,雷柏科技,18.64,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002045,国光电器,14.86,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600415,小商品城,17.39,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002212,天融信,9.55,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603153,上海建科,17.7,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603708,家家悦,12.9,100%,0.0%,5,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002349,精华制药,7.7,100%,0.0%,4,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002458,益生股份,9.02,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000948,南天信息,18.21,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002207,准油股份,8.26,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002723,小崧股份,8.86,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002291,遥望科技,6.92,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002648,卫星化学,18.7,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600372,中航机载,14.37,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603095,越剑智能,17.41,100%,0.0%,7,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600126,杭钢股份,8.87,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002272,川润股份,16.4,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603520,司太立,10.14,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603339,四方科技,14.09,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603088,宁波精达,11.16,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600055,万东医疗,16.8,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
603970,中农立华,13.15,100%,0.0%,1,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002688,金河生物,6.23,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600640,国脉文化,13.88,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002735,王子新材,19.93,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600416,湘电股份,15.74,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
601727,上海电气,9.16,100%,0.0%,0,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600739,辽宁成大,12.05,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
002516,旷达科技,6.84,100%,0.0%,3,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
600064,南京高科,8.67,100%,0.0%,6,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
000565,渝三峡Ａ,7.67,100%,0.0%,2,【试错观察】形态完美但历史股性一般,MACD水上+地量回踩均线
